방송일시,노출(분),상품명,상품군,판매단가,월,일,시,요일,휴일,프라임,파트,브랜드,분,취급액_로그,결제유형,성별,Mean,Std
2019-04-09 17:00:00,20.0,자연산 손질 통오징어 21미,농수축,40900,4,9,17,Tuesday,0,1,First,,00,17.836118873805862,해당없음,해당없음,17.418559234382705,0.6055609627946695
2019-04-09 17:20:00,20.0,자연산 손질 통오징어 21미,농수축,40900,4,9,17,Tuesday,0,1,Middle,,20,18.254165604940987,해당없음,해당없음,17.418559234382705,0.6055609627946695
2019-04-09 17:40:00,20.0,자연산 손질 통오징어 21미,농수축,40900,4,9,17,Tuesday,0,1,Later,,40,18.403290404748283,해당없음,해당없음,17.418559234382705,0.6055609627946695
2019-04-09 18:00:00,20.0,김정문의 섬진강 재첩국 11팩 3.3kg,농수축,39900,4,9,18,Tuesday,0,1,First,김정문,00,17.382674253394114,해당없음,해당없음,17.54552768708438,0.4928849918646465
2019-04-09 18:20:00,20.0,김정문의 섬진강 재첩국 11팩 3.3kg,농수축,39900,4,9,18,Tuesday,0,1,Middle,김정문,20,17.634913761274312,해당없음,해당없음,17.54552768708438,0.4928849918646465
2019-04-09 18:40:00,20.0,김정문의 섬진강 재첩국 11팩 3.3kg,농수축,39900,4,9,18,Tuesday,0,1,Later,김정문,40,17.89141955803069,해당없음,해당없음,17.54552768708438,0.4928849918646465
2019-04-10 12:00:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,4,10,12,Wednesday,0,3,First,농협,00,17.609110322848615,해당없음,해당없음,17.367866885927388,0.44417379352872915
2019-04-10 12:20:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,4,10,12,Wednesday,0,3,Middle,농협,20,17.760600767096616,해당없음,해당없음,17.367866885927388,0.44417379352872915
2019-04-10 12:40:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,4,10,12,Wednesday,0,3,Later,농협,40,17.834448869736544,해당없음,해당없음,17.367866885927388,0.44417379352872915
2019-04-10 17:00:00,20.0,피시원 국내산 손질꽃게 7팩,농수축,59900,4,10,17,Wednesday,0,1,First,피시원,00,17.084014291234293,해당없음,해당없음,17.50850050886508,0.5176407900678945
2019-04-10 17:20:00,20.0,피시원 국내산 손질꽃게 7팩,농수축,59900,4,10,17,Wednesday,0,1,Middle,피시원,20,17.57473197313446,해당없음,해당없음,17.50850050886508,0.5176407900678945
2019-04-10 17:40:00,20.0,피시원 국내산 손질꽃게 7팩,농수축,59900,4,10,17,Wednesday,0,1,Later,피시원,40,17.60337524876263,해당없음,해당없음,17.50850050886508,0.5176407900678945
2019-04-11 14:00:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,4,11,14,Thursday,0,2,First,농협,00,17.038298719652392,해당없음,해당없음,17.19444403298391,0.6102160362245148
2019-04-11 14:20:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,4,11,14,Thursday,0,2,Middle,농협,20,17.273907093377236,해당없음,해당없음,17.19444403298391,0.6102160362245148
2019-04-11 14:40:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,4,11,14,Thursday,0,2,Later,농협,40,17.674069493523096,해당없음,해당없음,17.19444403298391,0.6102160362245148
2019-04-11 17:00:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,4,11,17,Thursday,0,1,First,,00,17.54910043684527,해당없음,해당없음,17.37471017723967,0.6250694546628975
2019-04-11 17:20:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,4,11,17,Thursday,0,1,Middle,,20,17.96469046742498,해당없음,해당없음,17.37471017723967,0.6250694546628975
2019-04-11 17:40:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,4,11,17,Thursday,0,1,Later,,40,18.009655205263552,해당없음,해당없음,17.37471017723967,0.6250694546628975
2019-04-12 16:00:00,20.0,[본죽] 그때 그 쇠고기 장조림 세트(총 13팩),농수축,49900,4,12,16,Friday,0,1,First,본죽,00,16.704714968108433,해당없음,해당없음,17.45651341056295,0.35346869234928574
2019-04-12 16:20:00,20.0,[본죽] 그때 그 쇠고기 장조림 세트(총 13팩),농수축,49900,4,12,16,Friday,0,1,Middle,본죽,20,17.3423121617613,해당없음,해당없음,17.45651341056295,0.35346869234928574
2019-04-12 16:40:00,20.0,[본죽] 그때 그 쇠고기 장조림 세트(총 13팩),농수축,49900,4,12,16,Friday,0,1,Later,본죽,40,17.560132145688844,해당없음,해당없음,17.45651341056295,0.35346869234928574
2019-04-12 18:00:00,20.0,안동간고등어 20팩,농수축,30900,4,12,18,Friday,0,1,First,,00,17.62494697461732,해당없음,해당없음,17.487580951017705,0.3604363852106691
2019-04-12 18:20:00,20.0,안동간고등어 20팩,농수축,30900,4,12,18,Friday,0,1,Middle,,20,17.939381559444698,해당없음,해당없음,17.487580951017705,0.3604363852106691
2019-04-12 18:40:00,20.0,안동간고등어 20팩,농수축,30900,4,12,18,Friday,0,1,Later,,40,17.807988493782805,해당없음,해당없음,17.487580951017705,0.3604363852106691
2019-04-13 19:20:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,4,13,19,Saturday,1,3,Later,농협,20,17.36155836297067,해당없음,해당없음,17.456253974121648,0.5636761309329423
2019-04-14 06:00:00,20.0,"속초명물 티각태각 부각 6종, 30봉",농수축,40900,4,14,6,Sunday,1,4,First,,00,15.953338925343838,해당없음,해당없음,16.176886508116883,0.3569397534860351
2019-04-14 06:20:00,20.0,"속초명물 티각태각 부각 6종, 30봉",농수축,40900,4,14,6,Sunday,1,4,Middle,,20,15.988783914477981,해당없음,해당없음,16.176886508116883,0.3569397534860351
2019-04-14 06:40:00,20.0,"속초명물 티각태각 부각 6종, 30봉",농수축,40900,4,14,6,Sunday,1,4,Later,,40,16.588536684528833,해당없음,해당없음,16.176886508116883,0.3569397534860351
2019-04-14 15:00:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,4,14,15,Sunday,1,1,First,,00,17.915572080515602,해당없음,해당없음,17.868126890628744,0.45614745264267237
2019-04-14 15:20:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,4,14,15,Sunday,1,1,Middle,,20,18.253586658489176,해당없음,해당없음,17.868126890628744,0.45614745264267237
2019-04-14 15:40:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,4,14,15,Sunday,1,1,Later,,40,18.287606389727024,해당없음,해당없음,17.868126890628744,0.45614745264267237
2019-04-14 18:00:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,4,14,18,Sunday,1,1,Later,농협,00,17.666168667640836,해당없음,해당없음,17.485401581579364,0.5623117122050212
2019-04-15 16:00:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,4,15,16,Monday,0,1,First,농협,00,17.285954112363243,해당없음,해당없음,17.322418067873677,0.6503901181566315
2019-04-15 16:20:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,4,15,16,Monday,0,1,Middle,농협,20,17.78629291726595,해당없음,해당없음,17.322418067873677,0.6503901181566315
2019-04-15 16:40:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,4,15,16,Monday,0,1,Later,농협,40,17.517701026137882,해당없음,해당없음,17.322418067873677,0.6503901181566315
2019-04-15 17:00:00,20.0,[본죽] 그때 그 쇠고기 장조림 세트(총 13팩),농수축,49900,4,15,17,Monday,0,1,First,본죽,00,17.047263120646154,해당없음,해당없음,17.571000427895985,0.39213270703261766
2019-04-15 17:20:00,20.0,[본죽] 그때 그 쇠고기 장조림 세트(총 13팩),농수축,49900,4,15,17,Monday,0,1,Middle,본죽,20,17.522696422560845,해당없음,해당없음,17.571000427895985,0.39213270703261766
2019-04-15 17:40:00,20.0,[본죽] 그때 그 쇠고기 장조림 세트(총 13팩),농수축,49900,4,15,17,Monday,0,1,Later,본죽,40,17.37877009815356,해당없음,해당없음,17.571000427895985,0.39213270703261766
2019-04-16 12:00:00,20.0,피시원 국내산 손질꽃게 7팩,농수축,59900,4,16,12,Tuesday,0,3,First,피시원,00,17.141121952669835,해당없음,해당없음,17.350173702080344,0.5048473120122662
2019-04-16 12:20:00,20.0,피시원 국내산 손질꽃게 7팩,농수축,59900,4,16,12,Tuesday,0,3,Middle,피시원,20,17.43710104526371,해당없음,해당없음,17.350173702080344,0.5048473120122662
2019-04-16 12:40:00,20.0,피시원 국내산 손질꽃게 7팩,농수축,59900,4,16,12,Tuesday,0,3,Later,피시원,40,17.722782293966933,해당없음,해당없음,17.350173702080344,0.5048473120122662
2019-04-16 18:00:00,20.0,안동간고등어 20팩,농수축,30900,4,16,18,Tuesday,0,1,First,,00,17.372599959583404,해당없음,해당없음,17.54552768708438,0.4928849918646465
2019-04-16 18:20:00,20.0,안동간고등어 20팩,농수축,30900,4,16,18,Tuesday,0,1,Middle,,20,17.694059506534703,해당없음,해당없음,17.54552768708438,0.4928849918646465
2019-04-16 18:40:00,20.0,안동간고등어 20팩,농수축,30900,4,16,18,Tuesday,0,1,Later,,40,17.7459037927473,해당없음,해당없음,17.54552768708438,0.4928849918646465
2019-04-17 14:00:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,4,17,14,Wednesday,0,2,First,농협,00,17.16800777140724,해당없음,해당없음,17.003221696578162,0.5969092076961314
2019-04-17 14:20:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,4,17,14,Wednesday,0,2,Middle,농협,20,17.158054290832588,해당없음,해당없음,17.003221696578162,0.5969092076961314
2019-04-17 14:40:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,4,17,14,Wednesday,0,2,Later,농협,40,17.445647992054447,해당없음,해당없음,17.003221696578162,0.5969092076961314
2019-04-17 17:00:00,20.0,김정문의 섬진강 재첩국 11팩 3.3kg,농수축,39900,4,17,17,Wednesday,0,1,First,김정문,00,17.14266663191725,해당없음,해당없음,17.50850050886508,0.5176407900678945
2019-04-17 17:20:00,20.0,김정문의 섬진강 재첩국 11팩 3.3kg,농수축,39900,4,17,17,Wednesday,0,1,Middle,김정문,20,17.351267969688685,해당없음,해당없음,17.50850050886508,0.5176407900678945
2019-04-17 17:40:00,20.0,김정문의 섬진강 재첩국 11팩 3.3kg,농수축,39900,4,17,17,Wednesday,0,1,Later,김정문,40,17.49289924536271,해당없음,해당없음,17.50850050886508,0.5176407900678945
2019-04-17 18:00:00,20.0,[본죽] 그때 그 쇠고기 장조림 세트(총 13팩),농수축,49900,4,17,18,Wednesday,0,1,First,본죽,00,16.99343938049907,해당없음,해당없음,17.446748244975918,0.5109744062557777
2019-04-17 18:20:00,20.0,[본죽] 그때 그 쇠고기 장조림 세트(총 13팩),농수축,49900,4,17,18,Wednesday,0,1,Middle,본죽,20,17.185389256369003,해당없음,해당없음,17.446748244975918,0.5109744062557777
2019-04-17 18:40:00,20.0,[본죽] 그때 그 쇠고기 장조림 세트(총 13팩),농수축,49900,4,17,18,Wednesday,0,1,Later,본죽,40,17.259639707009942,해당없음,해당없음,17.446748244975918,0.5109744062557777
2019-04-18 16:00:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,4,18,16,Thursday,0,1,First,,00,16.713299187188138,해당없음,해당없음,17.332443645486883,0.6490141920948747
2019-04-18 16:20:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,4,18,16,Thursday,0,1,Middle,,20,17.516738455259073,해당없음,해당없음,17.332443645486883,0.6490141920948747
2019-04-18 16:40:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,4,18,16,Thursday,0,1,Later,,40,17.90356873554367,해당없음,해당없음,17.332443645486883,0.6490141920948747
2019-04-18 17:00:00,20.0,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),농수축,30900,4,18,17,Thursday,0,1,First,,00,17.3986405318946,해당없음,해당없음,17.37471017723967,0.6250694546628975
2019-04-18 17:00:00,20.0,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),농수축,30900,4,18,17,Thursday,0,1,First,,00,15.179047931961549,해당없음,해당없음,17.37471017723967,0.6250694546628975
2019-04-18 17:20:00,20.0,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),농수축,30900,4,18,17,Thursday,0,1,Middle,,20,17.824859891221916,해당없음,해당없음,17.37471017723967,0.6250694546628975
2019-04-18 17:20:00,20.0,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),농수축,30900,4,18,17,Thursday,0,1,Middle,,20,15.375758226207603,해당없음,해당없음,17.37471017723967,0.6250694546628975
2019-04-18 17:40:00,20.0,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),농수축,30900,4,18,17,Thursday,0,1,Later,,40,17.59819906575627,해당없음,해당없음,17.37471017723967,0.6250694546628975
2019-04-18 17:40:00,20.0,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),농수축,30900,4,18,17,Thursday,0,1,Later,,40,15.503389896704936,해당없음,해당없음,17.37471017723967,0.6250694546628975
2019-04-18 18:00:00,20.0,안동간고등어 20팩,농수축,30900,4,18,18,Thursday,0,1,First,,00,17.27764623773151,해당없음,해당없음,17.472059316997104,0.49686012464092366
2019-04-18 18:20:00,20.0,안동간고등어 20팩,농수축,30900,4,18,18,Thursday,0,1,Middle,,20,17.662354837367424,해당없음,해당없음,17.472059316997104,0.49686012464092366
2019-04-18 18:40:00,20.0,안동간고등어 20팩,농수축,30900,4,18,18,Thursday,0,1,Later,,40,17.720549229617976,해당없음,해당없음,17.472059316997104,0.49686012464092366
2019-04-19 12:00:00,20.0,피시원 국내산 손질꽃게 7팩,농수축,59900,4,19,12,Friday,0,3,First,피시원,00,16.957634919733337,해당없음,해당없음,17.10310815203817,0.9124523368626108
2019-04-19 12:20:00,20.0,피시원 국내산 손질꽃게 7팩,농수축,59900,4,19,12,Friday,0,3,Middle,피시원,20,17.244874186952778,해당없음,해당없음,17.10310815203817,0.9124523368626108
2019-04-19 12:40:00,20.0,피시원 국내산 손질꽃게 7팩,농수축,59900,4,19,12,Friday,0,3,Later,피시원,40,17.465779112950553,해당없음,해당없음,17.10310815203817,0.9124523368626108
2019-04-19 16:00:00,20.0,유귀열의 귀한 갓김치3kg+총각김치3kg (총6kg),농수축,38900,4,19,16,Friday,0,1,First,유귀열,00,17.263718743895783,해당없음,해당없음,17.45651341056295,0.35346869234928574
2019-04-19 16:20:00,20.0,유귀열의 귀한 갓김치3kg+총각김치3kg (총6kg),농수축,38900,4,19,16,Friday,0,1,Middle,유귀열,20,17.801452946335743,해당없음,해당없음,17.45651341056295,0.35346869234928574
2019-04-19 16:40:00,20.0,유귀열의 귀한 갓김치3kg+총각김치3kg (총6kg),농수축,38900,4,19,16,Friday,0,1,Later,유귀열,40,17.80469828748747,해당없음,해당없음,17.45651341056295,0.35346869234928574
2019-04-21 18:00:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,4,21,18,Sunday,1,1,Later,농협,00,17.710509472386626,해당없음,해당없음,17.485401581579364,0.5623117122050212
2019-04-22 16:00:00,20.0,안동간고등어 20팩,농수축,30900,4,22,16,Monday,0,1,First,,00,17.145068712484278,해당없음,해당없음,17.322418067873677,0.6503901181566315
2019-04-22 16:20:00,20.0,안동간고등어 20팩,농수축,30900,4,22,16,Monday,0,1,Middle,,20,17.696352445908847,해당없음,해당없음,17.322418067873677,0.6503901181566315
2019-04-22 16:40:00,20.0,안동간고등어 20팩,농수축,30900,4,22,16,Monday,0,1,Later,,40,17.676324475985677,해당없음,해당없음,17.322418067873677,0.6503901181566315
2019-04-23 16:00:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,4,23,16,Tuesday,0,1,First,농협,00,17.623128147037566,해당없음,해당없음,17.48770778584337,0.41837465001842195
2019-04-23 16:20:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,4,23,16,Tuesday,0,1,Middle,농협,20,17.498346788530924,해당없음,해당없음,17.48770778584337,0.41837465001842195
2019-04-23 16:40:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,4,23,16,Tuesday,0,1,Later,농협,40,17.738255873420695,해당없음,해당없음,17.48770778584337,0.41837465001842195
2019-04-23 18:00:00,20.0,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),농수축,30900,4,23,18,Tuesday,0,1,First,,00,17.379535154932583,해당없음,해당없음,17.54552768708438,0.4928849918646465
2019-04-23 18:00:00,20.0,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),농수축,30900,4,23,18,Tuesday,0,1,First,,00,15.177768341255923,해당없음,해당없음,17.54552768708438,0.4928849918646465
2019-04-23 18:20:00,20.0,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),농수축,30900,4,23,18,Tuesday,0,1,Middle,,20,17.727733543395086,해당없음,해당없음,17.54552768708438,0.4928849918646465
2019-04-23 18:20:00,20.0,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),농수축,30900,4,23,18,Tuesday,0,1,Middle,,20,15.77490086857628,해당없음,해당없음,17.54552768708438,0.4928849918646465
2019-04-23 18:40:00,20.0,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),농수축,30900,4,23,18,Tuesday,0,1,Later,,40,17.880409144912964,해당없음,해당없음,17.54552768708438,0.4928849918646465
2019-04-23 18:40:00,20.0,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),농수축,30900,4,23,18,Tuesday,0,1,Later,,40,15.844973729837868,해당없음,해당없음,17.54552768708438,0.4928849918646465
2019-04-24 16:00:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,4,24,16,Wednesday,0,1,First,,00,17.48467188121211,해당없음,해당없음,17.343674165842696,0.489423454451214
2019-04-24 16:20:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,4,24,16,Wednesday,0,1,Middle,,20,17.6582049212551,해당없음,해당없음,17.343674165842696,0.489423454451214
2019-04-24 16:40:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,4,24,16,Wednesday,0,1,Later,,40,18.041175737513733,해당없음,해당없음,17.343674165842696,0.489423454451214
2019-04-24 17:00:00,20.0,유귀열의 귀한 갓김치3kg+총각김치3kg (총6kg),농수축,38900,4,24,17,Wednesday,0,1,First,유귀열,00,17.697466031770023,해당없음,해당없음,17.50850050886508,0.5176407900678945
2019-04-24 17:20:00,20.0,유귀열의 귀한 갓김치3kg+총각김치3kg (총6kg),농수축,38900,4,24,17,Wednesday,0,1,Middle,유귀열,20,17.850582708721305,해당없음,해당없음,17.50850050886508,0.5176407900678945
2019-04-24 17:40:00,20.0,유귀열의 귀한 갓김치3kg+총각김치3kg (총6kg),농수축,38900,4,24,17,Wednesday,0,1,Later,유귀열,40,18.077189934672006,해당없음,해당없음,17.50850050886508,0.5176407900678945
2019-04-25 15:00:00,20.0,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),농수축,30900,4,25,15,Thursday,0,1,First,,00,17.168882310143825,해당없음,해당없음,17.300088850609864,0.6900574603526894
2019-04-25 15:00:00,20.0,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),농수축,30900,4,25,15,Thursday,0,1,First,,00,15.036930275893932,해당없음,해당없음,17.300088850609864,0.6900574603526894
2019-04-25 15:20:00,20.0,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),농수축,30900,4,25,15,Thursday,0,1,Middle,,20,17.9018061472727,해당없음,해당없음,17.300088850609864,0.6900574603526894
2019-04-25 15:20:00,20.0,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),농수축,30900,4,25,15,Thursday,0,1,Middle,,20,15.531108666226766,해당없음,해당없음,17.300088850609864,0.6900574603526894
2019-04-25 15:40:00,20.0,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),농수축,30900,4,25,15,Thursday,0,1,Later,,40,17.93740543427338,해당없음,해당없음,17.300088850609864,0.6900574603526894
2019-04-25 15:40:00,20.0,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),농수축,30900,4,25,15,Thursday,0,1,Later,,40,15.83400711401667,해당없음,해당없음,17.300088850609864,0.6900574603526894
2019-04-25 16:00:00,20.0,안동간고등어 20팩,농수축,30900,4,25,16,Thursday,0,1,First,,00,17.40108294221228,해당없음,해당없음,17.332443645486883,0.6490141920948747
2019-04-25 16:20:00,20.0,안동간고등어 20팩,농수축,30900,4,25,16,Thursday,0,1,Middle,,20,17.658419255960993,해당없음,해당없음,17.332443645486883,0.6490141920948747
2019-04-25 16:40:00,20.0,안동간고등어 20팩,농수축,30900,4,25,16,Thursday,0,1,Later,,40,17.66058146525312,해당없음,해당없음,17.332443645486883,0.6490141920948747
2019-04-25 17:00:00,20.0,최인선 셰프의 듬뿍 곤드레나물밥 16인분,농수축,49900,4,25,17,Thursday,0,1,First,최인선,00,15.928024140704304,해당없음,해당없음,17.37471017723967,0.6250694546628975
2019-04-25 17:20:00,20.0,최인선 셰프의 듬뿍 곤드레나물밥 16인분,농수축,49900,4,25,17,Thursday,0,1,Middle,최인선,20,16.371030987080267,해당없음,해당없음,17.37471017723967,0.6250694546628975
2019-04-25 17:40:00,20.0,최인선 셰프의 듬뿍 곤드레나물밥 16인분,농수축,49900,4,25,17,Thursday,0,1,Later,최인선,40,16.416346674759335,해당없음,해당없음,17.37471017723967,0.6250694546628975
2019-04-26 16:00:00,20.0,국내산 손질 가자미 36미!,농수축,40900,4,26,16,Friday,0,1,First,,00,17.10934542129793,해당없음,해당없음,17.45651341056295,0.35346869234928574
2019-04-26 16:20:00,20.0,국내산 손질 가자미 36미!,농수축,40900,4,26,16,Friday,0,1,Middle,,20,17.421877590503748,해당없음,해당없음,17.45651341056295,0.35346869234928574
2019-04-26 16:40:00,20.0,국내산 손질 가자미 36미!,농수축,40900,4,26,16,Friday,0,1,Later,,40,17.438223499815255,해당없음,해당없음,17.45651341056295,0.35346869234928574
2019-04-26 18:00:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,4,26,18,Friday,0,1,First,농협,00,17.300282863212335,해당없음,해당없음,17.487580951017705,0.3604363852106691
2019-04-26 18:20:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,4,26,18,Friday,0,1,Middle,농협,20,17.790470803163018,해당없음,해당없음,17.487580951017705,0.3604363852106691
2019-04-26 18:40:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,4,26,18,Friday,0,1,Later,농협,40,17.59491603877758,해당없음,해당없음,17.487580951017705,0.3604363852106691
2019-04-27 16:00:00,20.0,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),농수축,30900,4,27,16,Saturday,1,1,First,,00,17.03973206915723,해당없음,해당없음,17.574435878426794,0.6605032077853323
2019-04-27 16:00:00,20.0,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),농수축,30900,4,27,16,Saturday,1,1,First,,00,14.642751473004918,해당없음,해당없음,17.574435878426794,0.6605032077853323
2019-04-27 16:20:00,20.0,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),농수축,30900,4,27,16,Saturday,1,1,Middle,,20,17.670010377148753,해당없음,해당없음,17.574435878426794,0.6605032077853323
2019-04-27 16:20:00,20.0,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),농수축,30900,4,27,16,Saturday,1,1,Middle,,20,15.519894947707328,해당없음,해당없음,17.574435878426794,0.6605032077853323
2019-04-27 16:40:00,20.0,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),농수축,30900,4,27,16,Saturday,1,1,Later,,40,17.967227400044244,해당없음,해당없음,17.574435878426794,0.6605032077853323
2019-04-27 16:40:00,20.0,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),농수축,30900,4,27,16,Saturday,1,1,Later,,40,15.70877311252285,해당없음,해당없음,17.574435878426794,0.6605032077853323
2019-04-27 17:00:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,4,27,17,Saturday,1,1,First,,00,17.662077287913803,해당없음,해당없음,17.76241875094352,0.43373373965705997
2019-04-27 17:20:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,4,27,17,Saturday,1,1,Middle,,20,17.97743588400732,해당없음,해당없음,17.76241875094352,0.43373373965705997
2019-04-27 17:40:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,4,27,17,Saturday,1,1,Later,,40,18.330985769333534,해당없음,해당없음,17.76241875094352,0.43373373965705997
2019-04-28 01:20:00,20.0,옛날 그 쥐포 110장 (11팩),농수축,32900,4,28,1,Sunday,1,4,First,,20,17.166887244642474,해당없음,해당없음,16.48965433027679,0.6266603284329975
2019-04-28 01:40:00,15.016666666666667,옛날 그 쥐포 110장 (11팩),농수축,32900,4,28,1,Sunday,1,4,Later,,40,17.407300750646254,해당없음,해당없음,16.48965433027679,0.6266603284329975
2019-04-28 18:00:00,20.0,피시원 국내산 손질꽃게 7팩,농수축,59900,4,28,18,Sunday,1,1,Later,피시원,00,17.680379060798955,해당없음,해당없음,17.485401581579364,0.5623117122050212
2019-04-29 15:00:00,20.0,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),농수축,30900,4,29,15,Monday,0,1,First,,00,16.614802066163428,해당없음,해당없음,17.17312835079714,0.6749874403655421
2019-04-29 15:00:00,20.0,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),농수축,30900,4,29,15,Monday,0,1,First,,00,14.40440771715042,해당없음,해당없음,17.17312835079714,0.6749874403655421
2019-04-29 15:20:00,20.0,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),농수축,30900,4,29,15,Monday,0,1,Middle,,20,17.582669627956893,해당없음,해당없음,17.17312835079714,0.6749874403655421
2019-04-29 15:20:00,20.0,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),농수축,30900,4,29,15,Monday,0,1,Middle,,20,15.412470948887261,해당없음,해당없음,17.17312835079714,0.6749874403655421
2019-04-29 15:40:00,20.0,영광 生 모시떡 100개!!(동부기피70개+검정깨30개),농수축,30900,4,29,15,Monday,0,1,Later,,40,17.90596422713654,해당없음,해당없음,17.17312835079714,0.6749874403655421
2019-04-29 15:40:00,20.0,영광 生 모시떡 90개+찰보리식혜(동부기피70개+검정깨20개),농수축,30900,4,29,15,Monday,0,1,Later,,40,15.561923925425452,해당없음,해당없음,17.17312835079714,0.6749874403655421
2019-04-29 16:00:00,20.0,안동간고등어 20팩,농수축,30900,4,29,16,Monday,0,1,First,,00,17.52683620090804,해당없음,해당없음,17.322418067873677,0.6503901181566315
2019-04-29 16:20:00,20.0,안동간고등어 20팩,농수축,30900,4,29,16,Monday,0,1,Middle,,20,17.801285757979095,해당없음,해당없음,17.322418067873677,0.6503901181566315
2019-04-29 16:40:00,20.0,안동간고등어 20팩,농수축,30900,4,29,16,Monday,0,1,Later,,40,17.841790389272244,해당없음,해당없음,17.322418067873677,0.6503901181566315
2019-04-29 17:00:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,4,29,17,Monday,0,1,First,농협,00,17.596536100511706,해당없음,해당없음,17.571000427895985,0.39213270703261766
2019-04-29 17:20:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,4,29,17,Monday,0,1,Middle,농협,20,17.990805108464055,해당없음,해당없음,17.571000427895985,0.39213270703261766
2019-04-29 17:40:00,20.0,멋진밥상 흥양농협 쌀 20kg,농수축,59900,4,29,17,Monday,0,1,Later,농협,40,17.886108726456374,해당없음,해당없음,17.571000427895985,0.39213270703261766
2019-04-29 18:00:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,4,29,18,Monday,0,1,First,,00,17.375675570722073,해당없음,해당없음,17.36990858007998,0.48667827450479856
2019-04-29 18:20:00,20.0,국내산 손질갑오징어 8팩,농수축,49900,4,29,18,Monday,0,1,Middle,,20,18.028186153812587,해당없음,해당없음,17.36990858007998,0.48667827450479856
