방송일시,노출(분),상품명,상품군,판매단가,월,일,시,요일,휴일,프라임,파트,브랜드,분,취급액_로그,결제유형,성별,상품,단가,Mean,Std
2019-06-08 06:00:00,20.0,한일 자동 빨래 삶통 BW-700,생활용품,129000,6,8,6,Saturday,1,4,First,한일,00,16.367374675877155,해당없음,해당없음,한일,해당없음,16.015284651302192,0.9918599169935068
2019-06-08 06:20:00,20.0,한일 자동 빨래 삶통 BW-700,생활용품,129000,6,8,6,Saturday,1,4,Middle,한일,20,16.707769423041988,해당없음,해당없음,한일,해당없음,16.015284651302192,0.9918599169935068
2019-06-08 06:40:00,20.0,한일 자동 빨래 삶통 BW-700,생활용품,129000,6,8,6,Saturday,1,4,Later,한일,40,17.07356863370763,해당없음,해당없음,한일,해당없음,16.015284651302192,0.9918599169935068
2019-06-09 01:20:00,20.0,디비노 선글라스 세트,생활용품,44800,6,9,1,Sunday,1,4,First,디비노,20,16.332158093536336,해당없음,해당없음,디비노,해당없음,16.028486603022085,1.0150082644122884
2019-06-09 01:40:00,13.0,디비노 선글라스 세트,생활용품,44800,6,9,1,Sunday,1,4,Later,디비노,40,16.735548987149066,해당없음,해당없음,디비노,해당없음,16.028486603022085,1.0150082644122884
2019-06-10 08:00:00,20.0,디비노 선글라스 세트,생활용품,44800,6,10,8,Monday,0,3,First,디비노,00,16.629960734298972,해당없음,해당없음,디비노,해당없음,16.361353234226282,0.9164643206419021
2019-06-10 08:20:00,20.0,디비노 선글라스 세트,생활용품,44800,6,10,8,Monday,0,3,Middle,디비노,20,17.299393306245037,해당없음,해당없음,디비노,해당없음,16.361353234226282,0.9164643206419021
2019-06-10 08:40:00,20.0,디비노 선글라스 세트,생활용품,44800,6,10,8,Monday,0,3,Later,디비노,40,17.614476841100124,해당없음,해당없음,디비노,해당없음,16.361353234226282,0.9164643206419021
2019-06-11 06:00:00,20.0,한일 자동 빨래 삶통 BW-700,생활용품,129000,6,11,6,Tuesday,0,4,First,한일,00,15.895202068399318,해당없음,해당없음,한일,해당없음,15.956188851723336,0.9081511045960706
2019-06-11 06:20:00,20.0,한일 자동 빨래 삶통 BW-700,생활용품,129000,6,11,6,Tuesday,0,4,Middle,한일,20,16.095645522120726,해당없음,해당없음,한일,해당없음,15.956188851723336,0.9081511045960706
2019-06-11 06:40:00,20.0,한일 자동 빨래 삶통 BW-700,생활용품,129000,6,11,6,Tuesday,0,4,Later,한일,40,16.603603466740022,해당없음,해당없음,한일,해당없음,15.956188851723336,0.9081511045960706
2019-06-13 00:00:00,20.0,디비노 선글라스 세트,생활용품,44800,6,13,0,Thursday,0,4,First,디비노,00,17.04024916310085,해당없음,해당없음,디비노,해당없음,16.612895121801902,1.0859143180267308
2019-06-13 00:20:00,20.0,디비노 선글라스 세트,생활용품,44800,6,13,0,Thursday,0,4,Middle,디비노,20,17.347794679855138,해당없음,해당없음,디비노,해당없음,16.612895121801902,1.0859143180267308
2019-06-13 00:40:00,20.0,디비노 선글라스 세트,생활용품,44800,6,13,0,Thursday,0,4,Later,디비노,40,17.591736749494913,해당없음,해당없음,디비노,해당없음,16.612895121801902,1.0859143180267308
2019-06-13 07:00:00,20.0,메디컬드림 롤링마사지기 (KMD-970),생활용품,100000,6,13,7,Thursday,0,2,First,D,00,16.08907870188783,일시불,해당없음,D,해당없음,16.393656190699467,0.8033781579743169
2019-06-13 07:00:00,20.0,메디컬드림 롤링마사지기 (KMD-970),생활용품,108000,6,13,7,Thursday,0,2,First,D,00,14.404962502185453,무이자,해당없음,D,해당없음,16.393656190699467,0.8033781579743169
2019-06-13 07:20:00,20.0,메디컬드림 롤링마사지기 (KMD-970),생활용품,100000,6,13,7,Thursday,0,2,Middle,D,20,16.466496458444805,일시불,해당없음,D,해당없음,16.393656190699467,0.8033781579743169
2019-06-13 07:20:00,20.0,메디컬드림 롤링마사지기 (KMD-970),생활용품,108000,6,13,7,Thursday,0,2,Middle,D,20,15.81048294301766,무이자,해당없음,D,해당없음,16.393656190699467,0.8033781579743169
2019-06-13 07:40:00,20.0,메디컬드림 롤링마사지기 (KMD-970),생활용품,100000,6,13,7,Thursday,0,2,Later,D,40,16.945161649084053,일시불,해당없음,D,해당없음,16.393656190699467,0.8033781579743169
2019-06-13 07:40:00,20.0,메디컬드림 롤링마사지기 (KMD-970),생활용품,108000,6,13,7,Thursday,0,2,Later,D,40,15.905273648715982,무이자,해당없음,D,해당없음,16.393656190699467,0.8033781579743169
2019-06-14 08:00:00,10.0,배관청소용품 뚜러킹 세트,생활용품,39800,6,14,8,Friday,0,3,First,배관청소용품,00,14.899347561050229,해당없음,해당없음,배관청소용품,해당없음,15.966518466782126,1.0615897558372123
2019-06-14 08:10:00,10.0,배관청소용품 뚜러킹 세트,생활용품,39800,6,14,8,Friday,0,3,First,배관청소용품,10,16.138486340606054,해당없음,해당없음,배관청소용품,해당없음,15.966518466782126,1.0615897558372123
2019-06-14 08:20:00,10.0,배관청소용품 뚜러킹 세트,생활용품,39800,6,14,8,Friday,0,3,First,배관청소용품,20,16.0691154687366,해당없음,해당없음,배관청소용품,해당없음,15.966518466782126,1.0615897558372123
2019-06-14 08:30:00,10.0,배관청소용품 뚜러킹 세트,생활용품,39800,6,14,8,Friday,0,3,Middle,배관청소용품,30,16.098810889546453,해당없음,해당없음,배관청소용품,해당없음,15.966518466782126,1.0615897558372123
2019-06-14 08:40:00,10.0,배관청소용품 뚜러킹 세트,생활용품,39800,6,14,8,Friday,0,3,Middle,배관청소용품,40,15.907991713151914,해당없음,해당없음,배관청소용품,해당없음,15.966518466782126,1.0615897558372123
2019-06-14 08:50:00,10.0,배관청소용품 뚜러킹 세트,생활용품,39800,6,14,8,Friday,0,3,Later,배관청소용품,50,16.660012882201983,해당없음,해당없음,배관청소용품,해당없음,15.966518466782126,1.0615897558372123
2019-06-14 11:00:00,20.0,이지스 자외선 마스크 세트,생활용품,49800,6,14,11,Friday,0,2,First,이지스,00,16.4705818342756,해당없음,해당없음,이지스,해당없음,16.876772873377856,0.36443100329419875
2019-06-14 11:20:00,20.0,이지스 자외선 마스크 세트,생활용품,49800,6,14,11,Friday,0,2,Middle,이지스,20,16.984649770922644,해당없음,해당없음,이지스,해당없음,16.876772873377856,0.36443100329419875
2019-06-14 11:40:00,20.0,이지스 자외선 마스크 세트,생활용품,49800,6,14,11,Friday,0,2,Later,이지스,40,17.17508701493533,해당없음,해당없음,이지스,해당없음,16.876772873377856,0.36443100329419875
2019-06-17 10:00:00,20.0,디비노 선글라스 세트,생활용품,44800,6,17,10,Monday,0,2,First,디비노,00,16.62123178623993,해당없음,해당없음,디비노,해당없음,17.142935001528688,0.4813279828280895
2019-06-17 10:20:00,20.0,디비노 선글라스 세트,생활용품,44800,6,17,10,Monday,0,2,Middle,디비노,20,17.237816902836666,해당없음,해당없음,디비노,해당없음,17.142935001528688,0.4813279828280895
2019-06-17 10:40:00,20.0,디비노 선글라스 세트,생활용품,44800,6,17,10,Monday,0,2,Later,디비노,40,17.569756315509462,해당없음,해당없음,디비노,해당없음,17.142935001528688,0.4813279828280895
2019-06-19 00:00:00,20.0,파격가 노비타 스마트 비데 무료설치,생활용품,189000,6,19,0,Wednesday,0,4,First,노비타,00,16.8775922120598,해당없음,해당없음,노비타,해당없음,15.841606889943668,1.1499009686500188
2019-06-19 00:20:00,20.0,파격가 노비타 스마트 비데 무료설치,생활용품,189000,6,19,0,Wednesday,0,4,Middle,노비타,20,17.083519345382683,해당없음,해당없음,노비타,해당없음,15.841606889943668,1.1499009686500188
2019-06-19 00:40:00,20.0,파격가 노비타 스마트 비데 무료설치,생활용품,189000,6,19,0,Wednesday,0,4,Later,노비타,40,17.23798007490197,해당없음,해당없음,노비타,해당없음,15.841606889943668,1.1499009686500188
2019-06-20 08:00:00,20.0,바로바로 무선청소기,생활용품,89000,6,20,8,Thursday,0,3,First,바로바로,00,16.490968694465824,해당없음,해당없음,바로바로,해당없음,16.58804464047674,0.7965346441830479
2019-06-20 08:20:00,20.0,바로바로 무선청소기,생활용품,89000,6,20,8,Thursday,0,3,Middle,바로바로,20,17.01850087360225,해당없음,해당없음,바로바로,해당없음,16.58804464047674,0.7965346441830479
2019-06-20 08:40:00,20.0,바로바로 무선청소기,생활용품,89000,6,20,8,Thursday,0,3,Later,바로바로,40,17.54716210392208,해당없음,해당없음,바로바로,해당없음,16.58804464047674,0.7965346441830479
2019-06-21 20:00:00,20.0,파격가 노비타 스마트 비데 무료설치,생활용품,189000,6,21,20,Friday,0,3,First,노비타,00,16.330946412787096,해당없음,해당없음,노비타,해당없음,16.790709525424923,0.8272070624799561
2019-06-21 20:20:00,20.0,파격가 노비타 스마트 비데 무료설치,생활용품,189000,6,21,20,Friday,0,3,Middle,노비타,20,17.373141725468255,해당없음,해당없음,노비타,해당없음,16.790709525424923,0.8272070624799561
2019-06-21 20:40:00,20.0,파격가 노비타 스마트 비데 무료설치,생활용품,189000,6,21,20,Friday,0,3,Later,노비타,40,17.7328394621826,해당없음,해당없음,노비타,해당없음,16.790709525424923,0.8272070624799561
2019-06-24 01:20:00,10.0,모리츠 에어 서큘레이터 1종,생활용품,49900,6,24,1,Monday,0,4,First,모리츠,20,14.98675353766729,해당없음,해당없음,모리츠,해당없음,15.730013272628996,1.0767375190344852
2019-06-24 01:30:00,10.0,모리츠 에어 서큘레이터 1종,생활용품,49900,6,24,1,Monday,0,4,First,모리츠,30,15.378904531896968,해당없음,해당없음,모리츠,해당없음,15.730013272628996,1.0767375190344852
2019-06-24 01:40:00,10.0,모리츠 에어 서큘레이터 1종,생활용품,49900,6,24,1,Monday,0,4,Middle,모리츠,40,15.409834832588325,해당없음,해당없음,모리츠,해당없음,15.730013272628996,1.0767375190344852
2019-06-24 01:50:00,3.1666666666666665,모리츠 에어 서큘레이터 1종,생활용품,49900,6,24,1,Monday,0,4,Later,모리츠,50,15.40617331507204,해당없음,해당없음,모리츠,해당없음,15.730013272628996,1.0767375190344852
2019-06-24 20:00:00,20.0,파격가 노비타 스마트 비데 무료설치,생활용품,189000,6,24,20,Monday,0,3,First,노비타,00,16.759633697785034,해당없음,해당없음,노비타,해당없음,16.478529087285334,0.92673458067535
2019-06-24 20:20:00,20.0,파격가 노비타 스마트 비데 무료설치,생활용품,189000,6,24,20,Monday,0,3,Middle,노비타,20,17.43517390138953,해당없음,해당없음,노비타,해당없음,16.478529087285334,0.92673458067535
2019-06-24 20:40:00,20.0,파격가 노비타 스마트 비데 무료설치,생활용품,189000,6,24,20,Monday,0,3,Later,노비타,40,17.506088568713793,해당없음,해당없음,노비타,해당없음,16.478529087285334,0.92673458067535
2019-06-25 01:00:00,20.0,디비노 선글라스 세트,생활용품,44800,6,25,1,Tuesday,0,4,First,디비노,00,16.306399279429822,해당없음,해당없음,디비노,해당없음,15.694352482857248,0.9410461308513389
2019-06-25 01:20:00,20.0,디비노 선글라스 세트,생활용품,44800,6,25,1,Tuesday,0,4,Middle,디비노,20,16.71015096995699,해당없음,해당없음,디비노,해당없음,15.694352482857248,0.9410461308513389
2019-06-25 01:40:00,13.5,디비노 선글라스 세트,생활용품,44800,6,25,1,Tuesday,0,4,Later,디비노,40,16.574634029250486,해당없음,해당없음,디비노,해당없음,15.694352482857248,0.9410461308513389
2019-06-26 08:00:00,20.0,디비노 선글라스 세트,생활용품,44800,6,26,8,Wednesday,0,3,First,디비노,00,16.736142059009016,해당없음,해당없음,디비노,해당없음,16.574513992411447,0.8269441858248631
2019-06-26 08:20:00,20.0,디비노 선글라스 세트,생활용품,44800,6,26,8,Wednesday,0,3,Middle,디비노,20,17.29499526135732,해당없음,해당없음,디비노,해당없음,16.574513992411447,0.8269441858248631
2019-06-26 08:40:00,20.0,디비노 선글라스 세트,생활용품,44800,6,26,8,Wednesday,0,3,Later,디비노,40,17.600245497721733,해당없음,해당없음,디비노,해당없음,16.574513992411447,0.8269441858248631
2019-06-30 00:20:00,20.0,디비노 선글라스 세트,생활용품,44800,6,30,0,Sunday,1,4,First,디비노,20,16.820053899796815,해당없음,해당없음,디비노,해당없음,16.074355297613742,1.0932115539053
2019-06-30 00:40:00,20.0,디비노 선글라스 세트,생활용품,44800,6,30,0,Sunday,1,4,Middle,디비노,40,17.382081125190428,해당없음,해당없음,디비노,해당없음,16.074355297613742,1.0932115539053
2019-06-30 01:00:00,20.0,디비노 선글라스 세트,생활용품,44800,6,30,1,Sunday,1,4,Later,디비노,00,17.300926531530827,해당없음,해당없음,디비노,해당없음,16.028486603022085,1.0150082644122884
2019-07-01 09:00:00,20.0,디비노 선글라스 세트,생활용품,44800,7,1,9,Monday,0,1,First,디비노,00,16.48016601341396,해당없음,해당없음,디비노,해당없음,16.622725999411028,0.9575513797844118
2019-07-01 09:20:00,20.0,디비노 선글라스 세트,생활용품,44800,7,1,9,Monday,0,1,Middle,디비노,20,17.1106805349809,해당없음,해당없음,디비노,해당없음,16.622725999411028,0.9575513797844118
2019-07-01 09:40:00,20.0,디비노 선글라스 세트,생활용품,44800,7,1,9,Monday,0,1,Later,디비노,40,17.307979672841153,해당없음,해당없음,디비노,해당없음,16.622725999411028,0.9575513797844118
2019-07-03 23:00:00,20.0,디비노 선글라스 세트,생활용품,44800,7,3,23,Wednesday,0,4,First,디비노,00,17.18035511016063,해당없음,해당없음,디비노,해당없음,16.26564539337163,1.1141657557514038
2019-07-03 23:20:00,20.0,디비노 선글라스 세트,생활용품,44800,7,3,23,Wednesday,0,4,Middle,디비노,20,17.378486595189056,해당없음,해당없음,디비노,해당없음,16.26564539337163,1.1141657557514038
2019-07-03 23:40:00,20.0,디비노 선글라스 세트,생활용품,44800,7,3,23,Wednesday,0,4,Later,디비노,40,17.80615988384761,해당없음,해당없음,디비노,해당없음,16.26564539337163,1.1141657557514038
2019-07-05 12:00:00,20.0,자미코코 3단 매트릭스 싱글,생활용품,99000,7,5,12,Friday,0,3,First,자미코코,00,15.506897053045542,일시불,해당없음,자미코코,하,15.837550677578426,1.1438133226148832
2019-07-05 12:00:00,20.0,자미코코 3단 매트릭스 더블,생활용품,119000,7,5,12,Friday,0,3,First,자미코코,00,14.876074778994854,일시불,해당없음,자미코코,상,15.837550677578426,1.1438133226148832
2019-07-05 12:00:00,20.0,자미코코 3단 매트릭스 싱글,생활용품,109000,7,5,12,Friday,0,3,First,자미코코,00,13.541073712262515,무이자,해당없음,자미코코,하,15.837550677578426,1.1438133226148832
2019-07-05 12:00:00,20.0,자미코코 3단 매트릭스 더블,생활용품,129000,7,5,12,Friday,0,3,First,자미코코,00,14.616165946239505,무이자,해당없음,자미코코,상,15.837550677578426,1.1438133226148832
2019-07-05 12:20:00,20.0,자미코코 3단 매트릭스 싱글,생활용품,99000,7,5,12,Friday,0,3,Middle,자미코코,20,15.777434653715652,일시불,해당없음,자미코코,하,15.837550677578426,1.1438133226148832
2019-07-05 12:20:00,20.0,자미코코 3단 매트릭스 더블,생활용품,119000,7,5,12,Friday,0,3,Middle,자미코코,20,15.971334269562917,일시불,해당없음,자미코코,상,15.837550677578426,1.1438133226148832
2019-07-05 12:20:00,20.0,자미코코 3단 매트릭스 싱글,생활용품,109000,7,5,12,Friday,0,3,Middle,자미코코,20,13.976778705560397,무이자,해당없음,자미코코,하,15.837550677578426,1.1438133226148832
2019-07-05 12:20:00,20.0,자미코코 3단 매트릭스 더블,생활용품,129000,7,5,12,Friday,0,3,Middle,자미코코,20,15.474119514404824,무이자,해당없음,자미코코,상,15.837550677578426,1.1438133226148832
2019-07-05 12:40:00,20.0,자미코코 3단 매트릭스 싱글,생활용품,99000,7,5,12,Friday,0,3,Later,자미코코,40,16.16259089084487,일시불,해당없음,자미코코,하,15.837550677578426,1.1438133226148832
2019-07-05 12:40:00,20.0,자미코코 3단 매트릭스 더블,생활용품,119000,7,5,12,Friday,0,3,Later,자미코코,40,16.434292291308303,일시불,해당없음,자미코코,상,15.837550677578426,1.1438133226148832
2019-07-05 12:40:00,20.0,자미코코 3단 매트릭스 싱글,생활용품,109000,7,5,12,Friday,0,3,Later,자미코코,40,14.774860779298876,무이자,해당없음,자미코코,하,15.837550677578426,1.1438133226148832
2019-07-05 12:40:00,20.0,자미코코 3단 매트릭스 더블,생활용품,129000,7,5,12,Friday,0,3,Later,자미코코,40,15.835069390042733,무이자,해당없음,자미코코,상,15.837550677578426,1.1438133226148832
2019-07-05 19:00:00,20.0,대웅모닝컴 굿템 스탠드선풍기2대,생활용품,59800,7,5,19,Friday,0,3,First,대,00,15.851783604242732,해당없음,해당없음,대,해당없음,17.316412194483227,0.6218064118110911
2019-07-05 19:20:00,20.0,대웅모닝컴 굿템 스탠드선풍기2대,생활용품,59800,7,5,19,Friday,0,3,Middle,대,20,17.096760062390533,해당없음,해당없음,대,해당없음,17.316412194483227,0.6218064118110911
2019-07-05 19:40:00,20.0,대웅모닝컴 굿템 스탠드선풍기2대,생활용품,59800,7,5,19,Friday,0,3,Later,대,40,17.232482858741793,해당없음,해당없음,대,해당없음,17.316412194483227,0.6218064118110911
2019-07-08 01:20:00,20.0,디비노 선글라스 세트,생활용품,44800,7,8,1,Monday,0,4,First,디비노,20,15.825065972179944,해당없음,해당없음,디비노,해당없음,15.730013272628996,1.0767375190344852
2019-07-08 01:40:00,15.166666666666664,디비노 선글라스 세트,생활용품,44800,7,8,1,Monday,0,4,Later,디비노,40,16.59451614800013,해당없음,해당없음,디비노,해당없음,15.730013272628996,1.0767375190344852
2019-07-10 00:00:00,20.0,디비노 선글라스 세트,생활용품,44800,7,10,0,Wednesday,0,4,First,디비노,00,16.575267301388678,해당없음,해당없음,디비노,해당없음,15.841606889943668,1.1499009686500188
2019-07-10 00:20:00,20.0,디비노 선글라스 세트,생활용품,44800,7,10,0,Wednesday,0,4,Middle,디비노,20,17.250722818213706,해당없음,해당없음,디비노,해당없음,15.841606889943668,1.1499009686500188
2019-07-10 00:40:00,20.0,디비노 선글라스 세트,생활용품,44800,7,10,0,Wednesday,0,4,Later,디비노,40,17.376244091730026,해당없음,해당없음,디비노,해당없음,15.841606889943668,1.1499009686500188
2019-07-11 19:00:00,20.0,파격가 노비타 스마트 비데 무료설치,생활용품,189000,7,11,19,Thursday,0,3,First,노비타,00,16.33401315718079,해당없음,해당없음,노비타,해당없음,17.067788210048953,0.8230538166283942
2019-07-11 19:20:00,20.0,파격가 노비타 스마트 비데 무료설치,생활용품,189000,7,11,19,Thursday,0,3,Middle,노비타,20,17.650911664740978,해당없음,해당없음,노비타,해당없음,17.067788210048953,0.8230538166283942
2019-07-11 19:40:00,20.0,파격가 노비타 스마트 비데 무료설치,생활용품,189000,7,11,19,Thursday,0,3,Later,노비타,40,17.789625343699406,해당없음,해당없음,노비타,해당없음,17.067788210048953,0.8230538166283942
2019-07-13 01:00:00,20.0,디비노 선글라스 세트,생활용품,44800,7,13,1,Saturday,1,4,First,디비노,00,16.19579715862217,해당없음,해당없음,디비노,해당없음,15.406879020740165,0.9204668193120319
2019-07-13 01:20:00,20.0,디비노 선글라스 세트,생활용품,44800,7,13,1,Saturday,1,4,Middle,디비노,20,16.479260500169904,해당없음,해당없음,디비노,해당없음,15.406879020740165,0.9204668193120319
2019-07-13 01:40:00,15.166666666666664,디비노 선글라스 세트,생활용품,44800,7,13,1,Saturday,1,4,Later,디비노,40,16.22029116327299,해당없음,해당없음,디비노,해당없음,15.406879020740165,0.9204668193120319
2019-07-14 00:20:00,20.0,선일금고 이볼브 시리즈 EV-040,생활용품,450000,7,14,0,Sunday,1,4,First,선일금고,20,17.128168122439686,일시불,해당없음,선일금고,해당없음,16.074355297613742,1.0932115539053
2019-07-14 00:20:00,20.0,선일금고 이볼브 시리즈 EV-040,생활용품,490000,7,14,0,Sunday,1,4,First,선일금고,20,15.438654117454487,무이자,해당없음,선일금고,해당없음,16.074355297613742,1.0932115539053
2019-07-14 00:40:00,20.0,선일금고 이볼브 시리즈 EV-040,생활용품,450000,7,14,0,Sunday,1,4,Middle,선일금고,40,17.05532561884613,일시불,해당없음,선일금고,상,16.074355297613742,1.0932115539053
2019-07-14 00:40:00,20.0,선일금고 이볼브 시리즈 EV-040,생활용품,490000,7,14,0,Sunday,1,4,Middle,선일금고,40,16.520623115079143,무이자,해당없음,선일금고,해당없음,16.074355297613742,1.0932115539053
2019-07-14 00:40:00,20.0,선일금고 이볼브 시리즈 EV-020,생활용품,400000,7,14,0,Sunday,1,4,First,선일금고,40,14.827111469642754,일시불,해당없음,선일금고,하,16.074355297613742,1.0932115539053
2019-07-14 01:00:00,20.0,선일금고 이볼브 시리즈 EV-040,생활용품,450000,7,14,1,Sunday,1,4,Later,선일금고,00,17.323227783004103,일시불,해당없음,선일금고,상,16.028486603022085,1.0150082644122884
2019-07-14 01:00:00,20.0,선일금고 이볼브 시리즈 EV-040,생활용품,490000,7,14,1,Sunday,1,4,Later,선일금고,00,16.4141178476851,무이자,해당없음,선일금고,상,16.028486603022085,1.0150082644122884
2019-07-14 01:00:00,20.0,선일금고 이볼브 시리즈 EV-020,생활용품,400000,7,14,1,Sunday,1,4,Later,선일금고,00,15.209525042099303,일시불,해당없음,선일금고,하,16.028486603022085,1.0150082644122884
2019-07-14 01:00:00,20.0,선일금고 이볼브 시리즈 EV-020,생활용품,440000,7,14,1,Sunday,1,4,Later,선일금고,00,14.268495182040414,무이자,해당없음,선일금고,하,16.028486603022085,1.0150082644122884
2019-07-18 14:00:00,20.0,자미코코 3단 매트릭스 싱글,생활용품,99000,7,18,14,Thursday,0,2,First,자미코코,00,15.991738462081798,일시불,해당없음,자미코코,하,16.003978029350773,1.001258544604898
2019-07-18 14:00:00,20.0,자미코코 3단 매트릭스 더블,생활용품,119000,7,18,14,Thursday,0,2,First,자미코코,00,15.406784499770703,일시불,해당없음,자미코코,상,16.003978029350773,1.001258544604898
2019-07-18 14:00:00,20.0,자미코코 3단 매트릭스 싱글,생활용품,109000,7,18,14,Thursday,0,2,First,자미코코,00,13.98271847694818,무이자,해당없음,자미코코,하,16.003978029350773,1.001258544604898
2019-07-18 14:00:00,20.0,자미코코 3단 매트릭스 더블,생활용품,129000,7,18,14,Thursday,0,2,First,자미코코,00,14.968926638673057,무이자,해당없음,자미코코,상,16.003978029350773,1.001258544604898
2019-07-18 14:20:00,20.0,자미코코 3단 매트릭스 싱글,생활용품,99000,7,18,14,Thursday,0,2,Middle,자미코코,20,15.864106219473008,일시불,해당없음,자미코코,하,16.003978029350773,1.001258544604898
2019-07-18 14:20:00,20.0,자미코코 3단 매트릭스 더블,생활용품,119000,7,18,14,Thursday,0,2,Middle,자미코코,20,16.25043883794603,일시불,해당없음,자미코코,상,16.003978029350773,1.001258544604898
2019-07-18 14:20:00,20.0,자미코코 3단 매트릭스 싱글,생활용품,109000,7,18,14,Thursday,0,2,Middle,자미코코,20,14.445185315568645,무이자,해당없음,자미코코,하,16.003978029350773,1.001258544604898
2019-07-18 14:20:00,20.0,자미코코 3단 매트릭스 더블,생활용품,129000,7,18,14,Thursday,0,2,Middle,자미코코,20,15.55562579403999,무이자,해당없음,자미코코,상,16.003978029350773,1.001258544604898
2019-07-18 14:40:00,20.0,자미코코 3단 매트릭스 싱글,생활용품,99000,7,18,14,Thursday,0,2,Later,자미코코,40,16.101356326954022,일시불,해당없음,자미코코,하,16.003978029350773,1.001258544604898
2019-07-18 14:40:00,20.0,자미코코 3단 매트릭스 더블,생활용품,119000,7,18,14,Thursday,0,2,Later,자미코코,40,16.559056594751326,일시불,해당없음,자미코코,상,16.003978029350773,1.001258544604898
2019-07-18 14:40:00,20.0,자미코코 3단 매트릭스 싱글,생활용품,109000,7,18,14,Thursday,0,2,Later,자미코코,40,15.312227600334255,무이자,해당없음,자미코코,하,16.003978029350773,1.001258544604898
2019-07-18 14:40:00,20.0,자미코코 3단 매트릭스 더블,생활용품,129000,7,18,14,Thursday,0,2,Later,자미코코,40,15.702580206996654,무이자,해당없음,자미코코,상,16.003978029350773,1.001258544604898
2019-07-18 23:00:00,20.0,디비노 선글라스 세트,생활용품,44800,7,18,23,Thursday,0,4,First,디비노,00,16.422782322225924,해당없음,해당없음,디비노,해당없음,15.926342112501231,1.6686052230250923
2019-07-18 23:20:00,20.0,디비노 선글라스 세트,생활용품,44800,7,18,23,Thursday,0,4,Middle,디비노,20,17.161054275435596,해당없음,해당없음,디비노,해당없음,15.926342112501231,1.6686052230250923
2019-07-18 23:40:00,20.0,디비노 선글라스 세트,생활용품,44800,7,18,23,Thursday,0,4,Later,디비노,40,17.26352791027032,해당없음,해당없음,디비노,해당없음,15.926342112501231,1.6686052230250923
2019-07-20 01:00:00,20.0,선일금고 이볼브 시리즈 EV-040,생활용품,450000,7,20,1,Saturday,1,4,First,선일금고,00,15.630660979982904,일시불,해당없음,선일금고,해당없음,15.406879020740165,0.9204668193120319
2019-07-20 01:00:00,20.0,선일금고 이볼브 시리즈 EV-020,생활용품,440000,7,20,1,Saturday,1,4,Later,선일금고,00,14.245993429047726,무이자,해당없음,선일금고,해당없음,15.406879020740165,0.9204668193120319
2019-07-20 01:20:00,20.0,선일금고 이볼브 시리즈 EV-040,생활용품,450000,7,20,1,Saturday,1,4,Middle,선일금고,20,16.003694390648345,일시불,해당없음,선일금고,상,15.406879020740165,0.9204668193120319
2019-07-20 01:20:00,20.0,선일금고 이볼브 시리즈 EV-040,생활용품,490000,7,20,1,Saturday,1,4,First,선일금고,20,15.438654117454487,무이자,해당없음,선일금고,해당없음,15.406879020740165,0.9204668193120319
2019-07-20 01:20:00,20.0,선일금고 이볼브 시리즈 EV-020,생활용품,400000,7,20,1,Saturday,1,4,Later,선일금고,20,14.151982794585487,일시불,해당없음,선일금고,하,15.406879020740165,0.9204668193120319
2019-07-20 01:40:00,17.666666666666668,선일금고 이볼브 시리즈 EV-040,생활용품,450000,7,20,1,Saturday,1,4,Later,선일금고,40,16.32494720549555,일시불,해당없음,선일금고,해당없음,15.406879020740165,0.9204668193120319
2019-07-20 01:40:00,17.666666666666668,선일금고 이볼브 시리즈 EV-040,생활용품,490000,7,20,1,Saturday,1,4,Later,선일금고,40,15.727272819587025,무이자,해당없음,선일금고,해당없음,15.406879020740165,0.9204668193120319
2019-07-22 19:00:00,20.0,파격가 노비타 스마트 비데 무료설치,생활용품,189000,7,22,19,Monday,0,3,First,노비타,00,16.872949220954244,해당없음,해당없음,노비타,해당없음,17.03699669912316,0.9564950657463229
2019-07-22 19:20:00,20.0,파격가 노비타 스마트 비데 무료설치,생활용품,189000,7,22,19,Monday,0,3,Middle,노비타,20,17.49433967622471,해당없음,해당없음,노비타,해당없음,17.03699669912316,0.9564950657463229
2019-07-22 19:40:00,20.0,파격가 노비타 스마트 비데 무료설치,생활용품,189000,7,22,19,Monday,0,3,Later,노비타,40,17.765291668995022,해당없음,해당없음,노비타,해당없음,17.03699669912316,0.9564950657463229
2019-07-22 23:00:00,20.0,선일금고 이볼브 시리즈 EV-040,생활용품,450000,7,22,23,Monday,0,4,First,선일금고,00,16.880815534870226,일시불,해당없음,선일금고,상,16.23917621916005,1.1899041829374444
2019-07-22 23:00:00,20.0,선일금고 이볼브 시리즈 EV-040,생활용품,490000,7,22,23,Monday,0,4,First,선일금고,00,15.438654117454487,무이자,해당없음,선일금고,해당없음,16.23917621916005,1.1899041829374444
2019-07-22 23:00:00,20.0,선일금고 이볼브 시리즈 EV-020,생활용품,400000,7,22,23,Monday,0,4,First,선일금고,00,14.176675407175859,일시불,해당없음,선일금고,하,16.23917621916005,1.1899041829374444
2019-07-22 23:20:00,20.0,선일금고 이볼브 시리즈 EV-040,생활용품,450000,7,22,23,Monday,0,4,Middle,선일금고,20,17.230249175193098,일시불,해당없음,선일금고,해당없음,16.23917621916005,1.1899041829374444
